MSSubClass,MSZoning,LotFrontage,LotArea,Alley,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,HeatingQC,CentralAir,Electrical,2ndFlrSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenQual,Functional,Fireplaces,FireplaceQu,GarageType,GarageFinish,GarageCars,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,ScreenPorch,Fence,MoSold,YrSold,SaleType,SaleCondition,SalePrice
80,RL,73.0,12328,Sin_Acceso,IR1,Lvl,Inside,Gtl,Mitchel,Norm,1Fam,SLvl,6,5,1976,1976,Gable,HdBoard,HdBoard,BrkFace,335.0,TA,TA,CBlock,TA,TA,Av,GLQ,539,Unf,0,473,1012,TA,Y,SBrkr,0,1034,1,0,1,0,3,TA,Typ,0,Sin_Chimenea,Attchd,Unf,3,TA,TA,Y,0,0,0,0,Sin_Cerca,5,2010,WD,Normal,169900
75,RM,60.0,9600,Grvl,Reg,Lvl,Inside,Gtl,OldTown,Norm,1Fam,2.5Unf,6,5,1917,1950,Gable,AsbShng,AsbShng,None,0.0,TA,TA,BrkTil,Gd,TA,No,Rec,319,Unf,0,416,735,Fa,N,SBrkr,924,2058,0,0,1,1,3,TA,Typ,1,Gd,Detchd,Unf,2,Fa,Fa,P,0,0,259,0,Sin_Cerca,4,2008,WD,Normal,129500
20,RL,60.0,7200,Sin_Acceso,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,5,7,1950,1950,Gable,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,534,Rec,96,246,876,TA,Y,SBrkr,0,988,0,0,1,0,3,TA,Typ,0,Sin_Chimenea,Attchd,Unf,1,TA,TA,Y,0,80,0,0,Sin_Cerca,5,2007,WD,Normal,119000
20,RL,93.0,11160,Sin_Acceso,Reg,Lvl,Corner,Gtl,NAmes,Norm,1Fam,1Story,7,5,1968,1968,Hip,BrkFace,BrkFace,None,0.0,Gd,TA,CBlock,TA,TA,No,ALQ,1065,Unf,0,1045,2110,Ex,Y,SBrkr,0,2110,1,0,2,1,3,Ex,Typ,2,TA,Attchd,Fin,2,TA,TA,Y,0,0,0,0,Sin_Cerca,4,2010,WD,Normal,244000
120,RL,88.5,3136,Sin_Acceso,IR1,Lvl,Corner,Gtl,NridgHt,Norm,TwnhsE,1Story,7,5,2003,2003,Gable,VinylSd,Wd Shng,Stone,163.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1405,1405,Ex,Y,SBrkr,0,1405,0,0,2,0,2,Gd,Typ,1,Gd,Attchd,RFn,2,TA,TA,Y,148,36,0,0,Sin_Cerca,3,2006,WD,Normal,171750
20,RL,62.0,9858,Sin_Acceso,Reg,Lvl,Inside,Gtl,Mitchel,Norm,1Fam,1Story,5,6,1968,1968,Gable,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,510,Unf,0,354,864,TA,Y,SBrkr,0,874,1,0,1,0,3,TA,Typ,0,Sin_Chimenea,Attchd,RFn,1,TA,TA,Y,33,0,0,0,GdWo,11,2009,WD,Normal,130000
60,RL,68.0,17542,Sin_Acceso,IR1,Lvl,Inside,Gtl,Veenker,Norm,1Fam,2Story,7,7,1974,2003,Gable,Wd Sdng,Wd Sdng,None,0.0,Gd,TA,CBlock,TA,TA,Gd,LwQ,125,ALQ,1031,36,1192,TA,Y,SBrkr,651,2167,1,0,2,1,3,Gd,Typ,2,Gd,Attchd,RFn,2,TA,TA,Y,220,47,0,0,MnPrv,7,2007,WD,Normal,294000
60,RL,60.0,6931,Sin_Acceso,Reg,Lvl,Inside,Gtl,Edwards,Norm,1Fam,2Story,7,5,2003,2004,Gable,VinylSd,VinylSd,Stone,92.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,746,746,Ex,Y,SBrkr,896,1656,0,0,2,1,3,Gd,Typ,1,Gd,BuiltIn,Fin,2,TA,TA,Y,178,128,0,0,Sin_Cerca,7,2008,WD,Normal,165400
50,RM,52.0,6240,Sin_Acceso,Reg,Lvl,Inside,Gtl,BrkSide,Norm,1Fam,1.5Fin,6,6,1931,1950,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,Fa,No,LwQ,425,Unf,0,459,884,TA,Y,FuseA,408,1367,0,0,1,0,3,TA,Typ,1,Gd,Detchd,Unf,1,TA,TA,Y,0,0,0,120,Sin_Cerca,11,2007,WD,Normal,127500
20,RL,91.0,14303,Sin_Acceso,IR1,Lvl,Corner,Gtl,NoRidge,Norm,1Fam,1Story,8,5,1994,1994,Hip,HdBoard,HdBoard,BrkFace,554.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,1314,Unf,0,672,1986,Ex,Y,SBrkr,0,1987,1,0,2,0,2,Gd,Typ,1,TA,Attchd,Fin,2,TA,TA,Y,262,36,0,0,Sin_Cerca,8,2008,WD,Normal,301500
30,RL,56.0,4060,Sin_Acceso,Reg,Lvl,Corner,Gtl,Edwards,Feedr,1Fam,1Story,5,8,1922,1950,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,TA,PConc,Fa,TA,No,Unf,0,Unf,0,864,864,Ex,Y,SBrkr,0,864,0,0,1,0,2,TA,Typ,0,Sin_Chimenea,Sin_Garaje,Sin_Garaje,0,Sin_Garaje,Sin_Garaje,Y,0,96,0,0,Sin_Cerca,7,2009,WD,Normal,99900
80,RL,59.0,9587,Sin_Acceso,IR1,Lvl,Inside,Gtl,Gilbert,Norm,1Fam,SLvl,7,5,2005,2005,Gable,VinylSd,VinylSd,Stone,182.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,655,Unf,0,201,856,Ex,Y,SBrkr,0,1166,1,0,2,0,2,Gd,Typ,0,Sin_Chimenea,Attchd,Fin,2,TA,TA,Y,212,0,0,0,Sin_Cerca,7,2008,WD,Normal,190000
20,RL,65.0,9750,Sin_Acceso,Reg,Lvl,FR2,Gtl,NAmes,Norm,1Fam,1Story,6,8,1969,1969,Gable,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,Gd,TA,No,ALQ,602,LwQ,438,14,1054,Gd,Y,SBrkr,0,1054,1,0,1,1,3,TA,Typ,0,Sin_Chimenea,Attchd,Unf,2,TA,TA,Y,180,0,0,80,Sin_Cerca,7,2008,WD,Normal,151000
60,RL,65.0,24682,Sin_Acceso,IR3,Lvl,CulDSac,Gtl,Gilbert,RRAn,1Fam,2Story,6,5,1999,1999,Gable,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,0,841,841,Ex,Y,SBrkr,783,1675,0,0,2,1,3,TA,Typ,1,TA,BuiltIn,Fin,2,TA,TA,Y,0,103,0,0,Sin_Cerca,6,2009,WD,Normal,181000
20,RL,80.0,9600,Sin_Acceso,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,5,6,1956,1956,Hip,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,504,Unf,0,546,1050,Gd,Y,SBrkr,0,1050,0,0,1,0,2,TA,Typ,0,Sin_Chimenea,Attchd,Unf,1,TA,TA,Y,0,0,0,0,Sin_Cerca,6,2009,WD,Normal,128900
50,RL,80.0,11250,Sin_Acceso,Reg,Lvl,Inside,Gtl,ClearCr,Norm,1Fam,1.5Fin,4,5,1957,1989,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,Av,Unf,0,Unf,0,1104,1104,Ex,Y,FuseA,684,1788,1,0,1,0,5,TA,Min2,2,TA,Attchd,Unf,1,TA,TA,Y,120,0,0,0,Sin_Cerca,11,2009,WD,Normal,161500
70,RL,60.0,13515,Pave,Reg,Lvl,Inside,Gtl,BrkSide,Norm,1Fam,2Story,6,6,1919,1950,Gambrel,Wd Sdng,Wd Sdng,None,0.0,TA,TA,PConc,TA,TA,No,Unf,0,Unf,0,764,764,Ex,Y,FuseA,764,1824,0,0,1,0,3,TA,Typ,1,Gd,Detchd,Unf,2,TA,TA,N,0,0,126,0,GdPrv,7,2007,WD,Normal,180500
120,RH,34.0,4060,Sin_Acceso,Reg,Lvl,Inside,Gtl,NAmes,Norm,TwnhsE,1Story,6,5,1998,1999,Gable,MetalSd,MetalSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,266,Unf,0,1139,1405,Ex,Y,SBrkr,0,1337,1,0,2,0,2,Gd,Typ,0,Sin_Chimenea,Attchd,Fin,2,TA,TA,Y,144,68,0,0,Sin_Cerca,8,2008,COD,Abnorml,181000
160,FV,35.0,3735,Sin_Acceso,Reg,Lvl,FR3,Gtl,Somerst,Norm,TwnhsE,2Story,7,5,1999,1999,Hip,MetalSd,MetalSd,BrkFace,218.0,Gd,TA,PConc,Gd,TA,No,GLQ,450,Unf,0,241,691,Ex,Y,SBrkr,739,1452,1,0,2,1,3,Gd,Typ,0,Sin_Chimenea,Detchd,Unf,2,TA,TA,Y,0,34,0,0,Sin_Cerca,3,2006,WD,Normal,183900
190,RM,60.0,10120,Sin_Acceso,IR1,Bnk,Inside,Gtl,OldTown,Feedr,2fmCon,2.5Unf,7,4,1910,1950,Hip,Wd Sdng,Wd Sdng,None,0.0,Fa,TA,CBlock,TA,TA,No,Unf,0,Unf,0,925,925,TA,N,FuseF,925,1889,0,0,1,1,4,TA,Typ,1,Gd,Detchd,Unf,1,TA,TA,N,0,0,264,0,MnPrv,1,2007,WD,Normal,122000
20,RL,89.0,13214,Sin_Acceso,IR1,HLS,Inside,Gtl,Timber,Norm,1Fam,1Story,9,5,2008,2009,Hip,Stucco,CmentBd,None,0.0,Ex,TA,PConc,Ex,TA,Gd,Unf,0,Unf,0,2002,2002,Ex,Y,SBrkr,0,2018,0,0,2,0,3,Ex,Typ,1,Gd,Attchd,Fin,3,TA,TA,Y,144,76,0,0,Sin_Cerca,5,2010,WD,Normal,378500
50,RL,74.0,14100,Sin_Acceso,IR1,Lvl,Inside,Mod,Crawfor,Norm,1Fam,1.5Fin,8,9,1935,1997,Gable,Stucco,Stucco,BrkFace,632.0,TA,Gd,CBlock,TA,TA,Mn,Rec,192,Unf,0,536,728,Ex,Y,SBrkr,1479,3447,0,0,3,1,4,Gd,Typ,2,Gd,BuiltIn,Unf,3,TA,TA,Y,314,12,0,0,GdWo,5,2008,WD,Normal,381000
50,RL,78.0,11344,Sin_Acceso,Reg,Lvl,Inside,Gtl,NAmes,Feedr,1Fam,1.5Fin,5,5,1958,1958,Gable,MetalSd,MetalSd,BrkFace,180.0,TA,TA,CBlock,TA,TA,No,BLQ,460,Unf,0,414,874,TA,Y,FuseA,650,1524,0,0,1,1,3,TA,Typ,0,Sin_Chimenea,Attchd,Unf,1,TA,TA,Y,0,0,0,0,GdWo,7,2007,WD,Normal,144000
40,RL,80.0,23595,Sin_Acceso,Reg,Low,Inside,Sev,ClearCr,Norm,1Fam,1Story,7,6,1979,1979,Shed,Plywood,Plywood,None,0.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,1258,Unf,0,74,1332,TA,Y,SBrkr,192,1524,2,0,0,1,0,Gd,Typ,1,TA,Attchd,Fin,2,TA,TA,Y,268,0,0,0,Sin_Cerca,4,2010,WD,Normal,260000
20,RL,80.0,9156,Sin_Acceso,IR1,Lvl,Inside,Gtl,NWAmes,PosN,1Fam,1Story,6,7,1968,1968,Hip,BrkFace,BrkFace,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,1489,1489,Gd,Y,SBrkr,0,1489,0,0,2,0,3,Gd,Typ,1,Gd,Attchd,RFn,2,TA,TA,Y,0,0,0,0,Sin_Cerca,8,2009,WD,Normal,185750
20,RL,71.0,13526,Sin_Acceso,IR1,Lvl,CulDSac,Gtl,Sawyer,Norm,1Fam,1Story,5,6,1965,1965,Hip,HdBoard,Plywood,BrkFace,114.0,TA,TA,CBlock,TA,TA,No,BLQ,560,LwQ,375,0,935,TA,Y,SBrkr,0,935,1,0,1,0,3,TA,Typ,0,Sin_Chimenea,Attchd,Unf,1,TA,TA,Y,180,0,0,0,MnPrv,11,2006,WD,Normal,137000
80,RL,124.0,11512,Sin_Acceso,IR1,Lvl,Corner,Gtl,Edwards,Norm,1Fam,SLvl,6,7,1959,2006,Gable,Plywood,Plywood,BrkFace,84.0,TA,TA,CBlock,TA,TA,Av,ALQ,719,Unf,0,300,1019,Gd,Y,SBrkr,0,1357,1,0,1,0,2,Ex,Typ,1,Gd,Basment,RFn,1,TA,TA,Y,0,0,0,163,GdPrv,5,2008,WD,Normal,177000
50,RL,53.0,5362,Sin_Acceso,Reg,Lvl,Corner,Gtl,Crawfor,Norm,1Fam,1.5Fin,5,6,1910,2003,Gable,Wd Sdng,Wd Shng,None,0.0,TA,TA,PConc,TA,TA,No,Unf,0,Unf,0,661,661,Ex,Y,SBrkr,589,1250,0,0,2,0,3,TA,Typ,1,Gd,Detchd,Unf,2,TA,TA,Y,242,0,81,0,Sin_Cerca,11,2007,WD,Normal,139000
90,RL,95.0,11345,Sin_Acceso,Reg,Lvl,Corner,Gtl,NAmes,Feedr,Duplex,2Story,5,5,1948,1950,Gable,AsbShng,AsbShng,Stone,567.0,TA,TA,CBlock,TA,TA,No,Rec,220,Unf,0,708,928,Gd,Y,FuseA,992,1920,0,0,2,0,4,TA,Typ,0,Sin_Chimenea,Detchd,Unf,2,TA,Fa,Y,0,0,0,0,Sin_Cerca,7,2007,WD,Normal,137000
60,RL,80.0,12936,Sin_Acceso,IR1,Lvl,CulDSac,Gtl,NWAmes,Norm,1Fam,2Story,6,6,1972,1972,Gable,HdBoard,Plywood,None,0.0,TA,TA,CBlock,TA,Gd,No,BLQ,593,Unf,0,130,723,TA,Y,SBrkr,660,1395,0,1,1,1,3,TA,Typ,1,TA,Attchd,Unf,2,TA,TA,Y,294,116,0,0,Sin_Cerca,12,2009,WD,Normal,162000
80,RL,80.0,17871,Sin_Acceso,IR1,Lvl,CulDSac,Gtl,NWAmes,Norm,1Fam,SLvl,6,5,1967,1976,Gable,HdBoard,HdBoard,BrkFace,359.0,TA,TA,CBlock,Gd,TA,Av,ALQ,528,Unf,0,1152,1680,Fa,Y,SBrkr,0,1724,1,0,1,1,3,TA,Typ,1,Gd,Attchd,RFn,2,TA,TA,Y,0,0,0,0,Sin_Cerca,6,2009,WD,Normal,197900
60,RL,75.0,9473,Sin_Acceso,Reg,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,2Story,8,5,2002,2002,Gable,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,804,Unf,0,324,1128,Ex,Y,SBrkr,903,2031,1,0,2,1,3,Gd,Typ,1,Gd,Attchd,RFn,2,TA,TA,Y,0,211,0,0,Sin_Cerca,3,2008,WD,Normal,237000
50,C (all),60.0,7500,Sin_Acceso,Reg,Lvl,Inside,Gtl,IDOTRR,Norm,1Fam,1.5Fin,4,4,1920,1950,Gable,MetalSd,MetalSd,None,0.0,TA,Gd,CBlock,TA,TA,No,Unf,0,Unf,0,698,698,TA,Y,FuseA,430,1128,0,0,1,0,2,TA,Typ,0,Sin_Chimenea,Detchd,RFn,2,TA,TA,Y,30,0,164,0,Sin_Cerca,4,2010,COD,Abnorml,68400
20,RL,67.0,9808,Sin_Acceso,IR1,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,1Story,7,5,2002,2002,Gable,VinylSd,VinylSd,BrkFace,110.0,Gd,TA,PConc,Gd,TA,No,GLQ,788,Unf,0,785,1573,Ex,Y,SBrkr,0,1573,1,0,2,0,3,Gd,Typ,0,Sin_Chimenea,Attchd,RFn,2,TA,TA,Y,0,72,0,0,Sin_Cerca,3,2009,WD,Normal,227000
20,RL,50.0,8049,Sin_Acceso,IR1,Lvl,CulDSac,Gtl,Timber,Norm,1Fam,1Story,7,5,1990,1990,Hip,HdBoard,HdBoard,BrkFace,54.0,TA,TA,CBlock,Gd,TA,No,ALQ,1053,Unf,0,256,1309,TA,Y,SBrkr,0,1339,1,0,2,0,2,TA,Typ,1,TA,Attchd,Fin,2,Gd,Gd,Y,0,58,0,90,Sin_Cerca,7,2006,WD,Normal,180000
20,RL,61.0,8800,Sin_Acceso,IR1,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,1Story,5,7,1977,2008,Gable,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,Gd,TA,Mn,LwQ,532,Rec,144,364,1040,TA,Y,SBrkr,0,1040,0,0,2,0,3,Gd,Typ,0,Sin_Chimenea,Detchd,Unf,2,TA,TA,Y,0,0,0,288,Sin_Cerca,9,2009,WD,Normal,150500
90,RL,94.0,9400,Sin_Acceso,Reg,Low,Corner,Gtl,Mitchel,Norm,Duplex,2Story,6,5,1971,1971,Mansard,MetalSd,Wd Shng,None,0.0,TA,TA,CBlock,TA,TA,Av,Unf,0,Unf,0,912,912,TA,Y,SBrkr,912,1824,0,0,2,2,4,TA,Typ,0,Sin_Chimenea,Sin_Garaje,Sin_Garaje,0,Sin_Garaje,Sin_Garaje,Y,128,0,0,0,Sin_Cerca,4,2010,WD,Normal,139000
50,RL,50.0,9638,Sin_Acceso,Reg,Lvl,Inside,Gtl,SWISU,Feedr,1Fam,1.5Fin,6,7,1919,1990,Gable,Wd Sdng,Wd Shng,None,0.0,TA,TA,PConc,TA,TA,No,Unf,0,Unf,0,804,804,Ex,Y,SBrkr,748,2447,0,0,2,0,4,Gd,Min2,1,Gd,Detchd,Unf,1,TA,TA,Y,272,0,42,116,Sin_Cerca,3,2010,WD,Normal,169000
50,RM,50.0,6000,Sin_Acceso,Reg,Lvl,Inside,Gtl,BrkSide,Norm,1Fam,1.5Fin,6,6,1939,1950,Gable,MetalSd,MetalSd,None,0.0,TA,Fa,CBlock,TA,TA,No,Unf,0,Unf,0,780,780,Ex,Y,FuseF,587,1412,0,0,1,0,4,TA,Typ,1,Gd,Detchd,Unf,1,TA,TA,Y,45,0,0,0,Sin_Cerca,5,2009,WD,Normal,132500
20,RL,80.0,9790,Sin_Acceso,Reg,Lvl,Inside,Gtl,NWAmes,Feedr,1Fam,1Story,6,5,1963,1963,Hip,HdBoard,HdBoard,BrkFace,451.0,TA,TA,CBlock,TA,TA,No,ALQ,569,Rec,81,678,1328,TA,Y,SBrkr,0,1328,1,0,1,1,3,TA,Typ,2,Gd,Attchd,Unf,2,TA,TA,Y,0,26,0,0,Sin_Cerca,6,2010,WD,Normal,143000
20,RL,80.0,36500,Sin_Acceso,IR1,Low,Inside,Mod,ClearCr,Norm,1Fam,1Story,5,5,1964,1964,Gable,Wd Sdng,Wd Sdng,BrkCmn,621.0,TA,Gd,CBlock,TA,TA,Av,Rec,812,Unf,0,812,1624,Fa,Y,SBrkr,0,1582,0,1,2,0,4,TA,Typ,0,Sin_Chimenea,Attchd,Unf,2,TA,TA,N,168,198,0,0,Sin_Cerca,6,2006,WD,Normal,190000
120,RL,40.0,5664,Sin_Acceso,IR1,Lvl,Inside,Gtl,StoneBr,Norm,TwnhsE,1Story,8,5,2000,2000,Gable,CemntBd,CmentBd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,1158,Unf,0,343,1501,Ex,Y,SBrkr,0,1659,1,0,2,0,2,Ex,Typ,1,Ex,Attchd,Fin,2,TA,TA,Y,212,59,0,0,Sin_Cerca,10,2009,WD,Normal,278000
60,RL,86.0,11065,Sin_Acceso,IR1,Lvl,Inside,Gtl,NridgHt,Norm,1Fam,2Story,8,5,2006,2006,Gable,VinylSd,VinylSd,Stone,788.0,Gd,TA,PConc,Gd,TA,Mn,Unf,0,Unf,0,1085,1085,Ex,Y,SBrkr,850,1970,0,0,2,1,3,Ex,Typ,1,Gd,BuiltIn,Fin,3,TA,TA,Y,177,74,0,0,Sin_Cerca,10,2006,New,Partial,281000
80,RL,73.0,14112,Sin_Acceso,IR1,Lvl,Corner,Gtl,NAmes,Norm,1Fam,SLvl,5,7,1964,1964,Hip,Wd Sdng,HdBoard,BrkFace,86.0,TA,TA,PConc,TA,TA,Av,GLQ,1014,Unf,0,138,1152,TA,Y,SBrkr,0,1152,1,0,1,0,3,TA,Typ,1,Gd,Attchd,RFn,2,TA,TA,Y,227,0,0,0,Sin_Cerca,4,2010,WD,Normal,180500
160,RM,21.0,1680,Sin_Acceso,Reg,Lvl,Inside,Gtl,BrDale,Norm,Twnhs,2Story,5,7,1972,1972,Gable,CemntBd,CmentBd,BrkFace,268.0,TA,TA,CBlock,TA,TA,No,ALQ,231,Unf,0,399,630,TA,Y,SBrkr,672,1302,0,0,2,1,3,TA,Typ,0,Sin_Chimenea,Detchd,Unf,1,TA,TA,Y,185,0,0,0,Sin_Cerca,2,2009,WD,Normal,119500
70,RM,60.0,6600,Sin_Acceso,Reg,Lvl,Corner,Gtl,OldTown,Norm,1Fam,2Story,5,4,1892,1965,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,TA,Stone,TA,TA,No,Unf,0,Unf,0,994,994,TA,N,SBrkr,994,2372,0,0,2,0,4,TA,Min2,0,Sin_Chimenea,Attchd,RFn,1,TA,TA,Y,0,287,0,0,Sin_Cerca,12,2009,WD,Normal,107500
60,RL,78.0,10140,Sin_Acceso,Reg,Lvl,Inside,Gtl,NWAmes,Norm,1Fam,2Story,7,5,1976,1976,Gable,HdBoard,HdBoard,None,0.0,TA,TA,PConc,Gd,TA,No,GLQ,194,Unf,0,638,832,TA,Y,SBrkr,832,1664,0,0,2,1,4,TA,Typ,1,TA,Attchd,RFn,2,TA,TA,Y,0,28,0,259,GdWo,3,2006,WD,Normal,162900
20,RL,60.0,8172,Sin_Acceso,Reg,Lvl,Inside,Gtl,Edwards,Norm,1Fam,1Story,5,7,1955,1990,Hip,WdShing,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,167,Unf,0,697,864,TA,Y,SBrkr,0,864,1,0,1,0,2,TA,Typ,0,Sin_Chimenea,Detchd,Unf,2,TA,TA,N,0,0,0,0,Sin_Cerca,4,2006,WD,Normal,115000
20,RL,70.0,8400,Sin_Acceso,Reg,Lvl,Inside,Gtl,NAmes,Feedr,1Fam,1Story,5,5,1968,1968,Hip,HdBoard,HdBoard,BrkFace,168.0,TA,TA,CBlock,TA,TA,Av,BLQ,1016,Unf,0,36,1052,Gd,Y,SBrkr,0,1052,1,0,1,1,3,TA,Typ,0,Sin_Chimenea,Attchd,RFn,1,TA,TA,Y,356,0,0,0,GdWo,11,2006,WD,Normal,138500
20,RL,80.0,8700,Sin_Acceso,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,5,6,1963,1963,Hip,MetalSd,MetalSd,BrkFace,148.0,TA,Gd,CBlock,TA,TA,Mn,ALQ,776,Unf,0,344,1120,Gd,Y,SBrkr,0,1128,1,0,2,0,3,TA,Typ,0,Sin_Chimenea,Attchd,RFn,2,TA,TA,Y,192,20,123,0,MnPrv,12,2008,WD,Normal,155000
180,RM,35.0,3675,Sin_Acceso,Reg,Lvl,Inside,Gtl,Edwards,Norm,TwnhsE,SFoyer,6,5,2005,2006,Gable,VinylSd,VinylSd,BrkFace,82.0,TA,TA,PConc,Gd,TA,Gd,GLQ,547,Unf,0,0,547,Gd,Y,SBrkr,0,1072,1,0,2,0,2,TA,Typ,0,Sin_Chimenea,Basment,Fin,2,TA,TA,Y,0,44,0,0,Sin_Cerca,6,2006,New,Partial,140000
60,RL,313.0,63887,Sin_Acceso,IR3,Bnk,Corner,Gtl,Edwards,Feedr,1Fam,2Story,10,5,2008,2008,Hip,Stucco,Stucco,Stone,796.0,Ex,TA,PConc,Ex,TA,Gd,GLQ,5644,Unf,0,466,6110,Ex,Y,SBrkr,950,5642,2,0,2,1,3,Ex,Typ,3,Gd,Attchd,Fin,2,TA,TA,Y,214,292,0,0,Sin_Cerca,1,2008,New,Partial,160000
20,RL,75.0,7500,Sin_Acceso,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,5,7,1959,1994,Hip,BrkFace,BrkFace,None,0.0,TA,TA,CBlock,TA,TA,No,LwQ,340,Rec,906,0,1246,Ex,Y,SBrkr,0,1246,1,0,1,1,3,Gd,Typ,0,Sin_Chimenea,Attchd,RFn,1,TA,TA,Y,218,0,0,0,GdPrv,5,2010,WD,Normal,154000
60,RL,65.0,10762,Sin_Acceso,IR1,Lvl,CulDSac,Gtl,Gilbert,Norm,1Fam,2Story,7,5,1999,1999,Gable,VinylSd,VinylSd,BrkFace,344.0,Gd,TA,PConc,Gd,TA,No,GLQ,694,Unf,0,284,978,Ex,Y,SBrkr,978,1983,0,0,2,1,3,Gd,Typ,1,TA,Attchd,Fin,2,TA,TA,Y,0,0,0,0,Sin_Cerca,5,2009,WD,Normal,225000
70,RL,74.0,7500,Sin_Acceso,IR1,Bnk,Inside,Gtl,Crawfor,Norm,1Fam,2Story,6,7,1942,1950,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,547,Unf,0,224,771,Fa,Y,SBrkr,741,1494,0,0,1,0,3,Gd,Typ,2,Gd,Attchd,Unf,1,TA,TA,P,0,0,0,224,Sin_Cerca,11,2009,WD,Normal,177500
60,RL,92.0,10120,Sin_Acceso,Reg,Lvl,Inside,Gtl,NoRidge,Norm,1Fam,2Story,8,5,1994,1994,Hip,VinylSd,VinylSd,BrkFace,391.0,Gd,TA,PConc,Gd,TA,No,GLQ,740,Unf,0,425,1165,Ex,Y,SBrkr,1323,2526,1,0,2,1,4,Gd,Typ,1,TA,Attchd,RFn,3,TA,TA,Y,309,78,0,0,Sin_Cerca,12,2006,WD,Normal,290000
20,RL,73.0,8688,Sin_Acceso,Reg,Lvl,Inside,Gtl,Somerst,Norm,1Fam,1Story,7,5,2005,2005,Gable,VinylSd,VinylSd,BrkFace,228.0,Gd,TA,PConc,Gd,TA,Av,Unf,0,Unf,0,1616,1616,Ex,Y,SBrkr,0,1616,0,0,2,0,3,Gd,Typ,0,Sin_Chimenea,Attchd,RFn,3,TA,TA,Y,208,59,0,0,Sin_Cerca,4,2006,WD,Normal,232000
160,RM,32.0,3363,Sin_Acceso,Reg,Lvl,Inside,Gtl,Edwards,Norm,TwnhsE,2Story,7,5,2004,2004,Gable,VinylSd,VinylSd,Stone,117.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,976,976,Ex,Y,SBrkr,732,1708,0,0,2,0,3,Gd,Maj1,0,Sin_Chimenea,Detchd,Unf,2,TA,TA,Y,0,40,0,0,Sin_Cerca,4,2006,WD,Normal,130000
20,RL,108.0,13173,Sin_Acceso,IR1,Lvl,Corner,Gtl,NridgHt,Norm,1Fam,1Story,9,5,2006,2007,Hip,VinylSd,VinylSd,Stone,300.0,Gd,TA,PConc,Ex,TA,No,GLQ,1572,Unf,0,80,1652,Ex,Y,SBrkr,0,1652,1,0,2,0,2,Ex,Typ,2,Ex,Attchd,Fin,2,TA,TA,Y,404,102,0,0,Sin_Cerca,11,2009,WD,Normal,325000
120,RL,48.0,6955,Sin_Acceso,IR1,Lvl,Inside,Gtl,NridgHt,Norm,TwnhsE,1Story,7,5,2005,2006,Gable,VinylSd,VinylSd,Stone,94.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1368,1368,Ex,Y,SBrkr,0,1368,0,0,2,0,2,Gd,Typ,1,Gd,Attchd,RFn,2,TA,TA,Y,132,35,0,0,Sin_Cerca,9,2006,New,Partial,202500
